dataset,classifier,metric,author,fold,value
agaricus-lepiota,knn,f1,vitor--garcia,v10,1.0
agaricus-lepiota,knn,acc,vitor--garcia,v10,1.0
Car Evaluation,perceptron,f1,vitor-oliveira,v10,0.1791044776119403
Car Evaluation,svm,acc,vitor-oliveira,v10,0.861271676300578
Car Evaluation,svm,f1,vitor-oliveira,v10,0.7014925373134329
Car Evaluation,naive_bayes,acc,vitor-oliveira,v10,0.7601156069364162
Car Evaluation,naive_bayes,f1,vitor-oliveira,v10,0.6744186046511628
Car Evaluation,decision_tree,acc,vitor-oliveira,v10,0.96242774566474
Car Evaluation,decision_tree,f1,vitor-oliveira,v10,0.9323308270676692
Car Evaluation,knn,acc,vitor-oliveira,v10,0.8815028901734104
Car Evaluation,knn,f1,vitor-oliveira,v10,0.8366013071895425
bank,perceptron,f1,ana--beatriz,v11,0.2230678205990858
bank,perceptron,acc,ana--beatriz,v11,0.2232044198895027
bank,svm,f1,ana--beatriz,v11,0.4676470588235294
bank,svm,acc,ana--beatriz,v11,0.8784530386740331
bank,naive_bayes,f1,ana--beatriz,v11,0.6115024766097964
bank,naive_bayes,acc,ana--beatriz,v11,0.8276243093922652
bank,decision_tree,f1,ana--beatriz,v11,0.6514906832298137
bank,decision_tree,acc,ana--beatriz,v11,0.8629834254143647
bank,knn,f1,ana--beatriz,v11,0.5019966579328659
bank,knn,acc,ana--beatriz,v11,0.8795580110497238
glass_identification,perceptron,acc,andrey--jodar,v11,0.6666666666666666
glass_identification,svm,f1,andrey--jodar,v11,0.3046153846153846
glass_identification,svm,acc,andrey--jodar,v11,0.5
glass_identification,naive_bayes,f1,andrey--jodar,v11,0.3090277777777777
glass_identification,naive_bayes,acc,andrey--jodar,v11,0.2142857142857142
glass_identification,decision_tree,f1,andrey--jodar,v11,0.6329411764705882
glass_identification,decision_tree,acc,andrey--jodar,v11,0.7380952380952381
glass_identification,knn,f1,andrey--jodar,v11,0.4968660968660968
glass_identification,knn,acc,andrey--jodar,v11,0.7619047619047619
spambase,perceptron,f1,arthur--heiji,v11,0.8733025442777114
spambase,perceptron,acc,arthur--heiji,v11,0.8782608695652174
spambase,svm,f1,arthur--heiji,v11,0.9179381463733716
spambase,svm,acc,arthur--heiji,v11,0.9217391304347826
spambase,naive_bayes,f1,arthur--heiji,v11,0.8300460410390496
spambase,naive_bayes,acc,arthur--heiji,v11,0.8304347826086956
spambase,decision_tree,f1,arthur--heiji,v11,0.9015390368687348
spambase,decision_tree,acc,arthur--heiji,v11,0.9054347826086956
spambase,knn,f1,arthur--heiji,v11,0.8997021789007875
spambase,knn,acc,arthur--heiji,v11,0.9043478260869564
wine_quality_red,perceptron,f1,arthur-hydeki,v11,0.7816413592973954
wine_quality_red,svm,acc,arthur-hydeki,v11,0.885220881336136
wine_quality_red,svm,f1,arthur-hydeki,v11,0.9436213939218056
wine_quality_red,naive_bayes,acc,arthur-hydeki,v11,0.810455044330642
wine_quality_red,naive_bayes,f1,arthur-hydeki,v11,0.9048814045245692
wine_quality_red,knn,acc,arthur-hydeki,v11,0.7575998334982801
wine_quality_red,knn,f1,arthur-hydeki,v11,0.7787088160248725
wine_quality_red,decision_tree,acc,arthur-hydeki,v11,0.8273879513896624
wine_quality_red,decision_tree,f1,arthur-hydeki,v11,0.793891949779744
insurance,logistic_regression,acc,arthur-protazio,v11,0.8432835820895522
insurance,logistic_regression,f1,arthur-protazio,v11,0.8361502310464816
insurance,decision_tree,acc,arthur-protazio,v11,0.8134328358208955
insurance,decision_tree,f1,arthur-protazio,v11,0.8133133130228966
insurance,random_forest,acc,arthur-protazio,v11,0.8805970149253731
insurance,random_forest,f1,arthur-protazio,v11,0.8788579645672918
insurance,knn,acc,arthur-protazio,v11,0.7910447761194029
insurance,knn,f1,arthur-protazio,v11,0.7841111389473265
insurance,svm,acc,arthur-protazio,v11,0.8656716417910447
insurance,svm,f1,arthur-protazio,v11,0.8618604667269023
column_2c,perceptron,f1,eduardo-barbeiro,v11,0.4235764235764236
column_2c,perceptron,acc,eduardo-barbeiro,v11,0.5967741935483871
column_2c,svm,f1,eduardo-barbeiro,v11,0.5410628019323672
column_2c,svm,acc,eduardo-barbeiro,v11,0.7741935483870968
column_2c,naive_bayes,f1,eduardo-barbeiro,v11,0.8881446039340776
column_2c,naive_bayes,acc,eduardo-barbeiro,v11,0.9193548387096774
column_2c,decision_tree,f1,eduardo-barbeiro,v11,0.7057277391243235
column_2c,decision_tree,acc,eduardo-barbeiro,v11,0.7903225806451613
column_2c,knn,f1,eduardo-barbeiro,v11,0.5950947603121516
column_2c,knn,acc,eduardo-barbeiro,v11,0.7580645161290323
Automobile,perceptron,acc,eduardo-cavazin,v11,0.6451612903225806
Automobile,svm,f1,eduardo-cavazin,v11,0.2135874877810361
Automobile,svm,acc,eduardo-cavazin,v11,0.5483870967741935
Automobile,naive_bayes,f1,eduardo-cavazin,v11,0.3428571428571428
Automobile,naive_bayes,acc,eduardo-cavazin,v11,0.5483870967741935
Automobile,decision_tree,f1,eduardo-cavazin,v11,0.7385296574770259
Automobile,decision_tree,acc,eduardo-cavazin,v11,0.8709677419354839
Automobile,knn,f1,eduardo-cavazin,v11,0.3731481481481482
Automobile,knn,acc,eduardo-cavazin,v11,0.6451612903225806
accelerator-mobile,perceptron,f1,gregory--soares,v11,0.497
accelerator-mobile,perceptron,acc,gregory--soares,v11,0.983
accelerator-mobile,svm,f1,gregory--soares,v11,0.83
accelerator-mobile,svm,acc,gregory--soares,v11,0.988
accelerator-mobile,naive_bayes,f1,gregory--soares,v11,0.497
accelerator-mobile,naive_bayes,acc,gregory--soares,v11,0.983
accelerator-mobile,decision_tree,f1,gregory--soares,v11,0.915
accelerator-mobile,decision_tree,acc,gregory--soares,v11,0.995
accelerator-mobile,knn,f1,gregory--soares,v11,0.852
accelerator-mobile,knn,acc,gregory--soares,v11,0.988
iris,perceptron,acc,gustavo--cruz-v2,v11,0.0666666666666666
iris,perceptron,f1,gustavo--cruz-v2,v11,0.0416666666666666
iris,svm,acc,gustavo--cruz-v2,v11,0.9666666666666668
iris,svm,f1,gustavo--cruz-v2,v11,0.964747356051704
iris,naive_bayes,acc,gustavo--cruz-v2,v11,0.9
iris,naive_bayes,f1,gustavo--cruz-v2,v11,0.4736842105263157
iris,decision_tree,acc,gustavo--cruz-v2,v11,1.0
iris,decision_tree,f1,gustavo--cruz-v2,v11,1.0
iris,knn,acc,gustavo--cruz-v2,v11,1.0
iris,knn,f1,gustavo--cruz-v2,v11,1.0
garments-workers,perceptron,acc,isaque--cruz,v11,0.8099547511312217
garments-workers,perceptron,f1,isaque--cruz,v11,0.6794889502762431
garments-workers,svm,acc,isaque--cruz,v11,0.7579185520361991
garments-workers,svm,f1,isaque--cruz,v11,0.4571582704911447
garments-workers,naive_bayes,acc,isaque--cruz,v11,0.8076923076923077
garments-workers,naive_bayes,f1,isaque--cruz,v11,0.6862342261084525
garments-workers,decision_tree,acc,isaque--cruz,v11,0.8144796380090498
garments-workers,decision_tree,f1,isaque--cruz,v11,0.7369124009175111
garments-workers,knn,acc,isaque--cruz,v11,0.7895927601809954
garments-workers,knn,f1,isaque--cruz,v11,0.7005747252026835
wine,perceptron,acc,larissa-v2,v11,1.0
wine,perceptron,f1,larissa-v2,v11,1.0
wine,svm,acc,larissa-v2,v11,1.0
wine,svm,f1,larissa-v2,v11,1.0
wine,naive_bayes,acc,larissa-v2,v11,0.9444444444444444
wine,naive_bayes,f1,larissa-v2,v11,0.942857142857143
wine,knn,acc,larissa-v2,v11,0.8888888888888888
wine,knn,f1,larissa-v2,v11,0.8877655677655678
wine,decision_tree,acc,larissa-v2,v11,0.8888888888888888
wine,decision_tree,f1,larissa-v2,v11,0.8902691511387163
tic_tac_toe,perceptron,f1,leandro-menoni,v11,0.41
tic_tac_toe,perceptron,acc,leandro-menoni,v11,0.66
tic_tac_toe,svm,f1,leandro-menoni,v11,0.45
tic_tac_toe,svm,acc,leandro-menoni,v11,0.68
tic_tac_toe,naive_bayes,f1,leandro-menoni,v11,0.59
tic_tac_toe,naive_bayes,acc,leandro-menoni,v11,0.72
tic_tac_toe,decision_tree,f1,leandro-menoni,v11,0.84
tic_tac_toe,decision_tree,acc,leandro-menoni,v11,0.85
tic_tac_toe,knn,f1,leandro-menoni,v11,0.78
tic_tac_toe,knn,acc,leandro-menoni,v11,0.82
wine-white,decision_tree,acc,lucas-v2,v11,0.7885597548518897
wine-white,decision_tree,f1,lucas-v2,v11,0.766647360039427
wine-white,knn,acc,lucas-v2,v11,0.7783452502553626
wine-white,knn,f1,lucas-v2,v11,0.7479441555406061
wine-white,naive_bayes,acc,lucas-v2,v11,0.7048008171603677
wine-white,naive_bayes,f1,lucas-v2,v11,0.6755397044741716
wine-white,perceptron,acc,lucas-v2,v11,0.6710929519918284
wine-white,perceptron,f1,lucas-v2,v11,0.4634794744366532
wine-white,svm,acc,lucas-v2,v11,0.7344228804902962
wine-white,svm,f1,lucas-v2,v11,0.6401956349655095
data.csv,perceptron,acc,luiz-miguel-silva,v11,0.6925
data.csv,perceptron,f1,luiz-miguel-silva,v11,0.5970303521514594
data.csv,svm,acc,luiz-miguel-silva,v11,0.745
data.csv,svm,f1,luiz-miguel-silva,v11,0.6313874034462269
data.csv,naive_bayes,acc,luiz-miguel-silva,v11,0.65
data.csv,naive_bayes,f1,luiz-miguel-silva,v11,0.550433074708437
data.csv,knn,acc,luiz-miguel-silva,v11,0.645
data.csv,knn,f1,luiz-miguel-silva,v11,0.5399483931503636
data.csv,decision_tree,acc,luiz-miguel-silva,v11,0.655
data.csv,decision_tree,f1,luiz-miguel-silva,v11,0.5974698048569458
breast-cancer-wisconsin.csv,perceptron,acc,mateus--raskoski,v11,0.9642857142857144
breast-cancer-wisconsin.csv,perceptron,f1,mateus--raskoski,v11,0.964516842745727
breast-cancer-wisconsin.csv,svm,acc,mateus--raskoski,v11,0.9571428571428572
breast-cancer-wisconsin.csv,svm,f1,mateus--raskoski,v11,0.9576486013986016
breast-cancer-wisconsin.csv,naive_bayes,acc,mateus--raskoski,v11,0.95
breast-cancer-wisconsin.csv,naive_bayes,f1,mateus--raskoski,v11,0.9506666666666668
breast-cancer-wisconsin.csv,knn,acc,mateus--raskoski,v11,0.9857142857142858
breast-cancer-wisconsin.csv,knn,f1,mateus--raskoski,v11,0.9857777777777778
breast-cancer-wisconsin.csv,decision_tree,acc,mateus--raskoski,v11,0.95
breast-cancer-wisconsin.csv,decision_tree,f1,mateus--raskoski,v11,0.9503235798440178
iris,perceptron,acc,pablo-v2,v11,0.6666666666666666
iris,perceptron,f1,pablo-v2,v11,0.5555555555555555
iris,svm,acc,pablo-v2,v11,0.9666666666666668
iris,svm,f1,pablo-v2,v11,0.9665831244778612
iris,naive_bayes,acc,pablo-v2,v11,1.0
iris,naive_bayes,f1,pablo-v2,v11,1.0
iris,knn,acc,pablo-v2,v11,0.9666666666666668
iris,knn,f1,pablo-v2,v11,0.9665831244778612
iris,decision_tree,acc,pablo-v2,v11,0.9666666666666668
iris,decision_tree,f1,pablo-v2,v11,0.9665831244778612
bank,perceptron,acc,rafael-leonardo,v11,0.6846331673027188
bank,perceptron,f1,rafael-leonardo,v11,0.6358098222977173
bank,svm,acc,rafael-leonardo,v11,0.842086613027967
bank,svm,f1,rafael-leonardo,v11,0.6289367178151752
bank,naive_bayes,acc,rafael-leonardo,v11,0.6080273670874617
bank,naive_bayes,f1,rafael-leonardo,v11,0.5169524574124115
bank,knn,acc,rafael-leonardo,v11,0.8476638148234693
bank,knn,f1,rafael-leonardo,v11,0.7183534229426526
bank,decision_tree,acc,rafael-leonardo,v11,0.8339910600634808
bank,decision_tree,f1,rafael-leonardo,v11,0.7187857427918565
Rice,perceptron,acc,rafael-scarpelli,v11,0.9
Rice,perceptron,f1,rafael-scarpelli,v11,0.8950004244121891
Rice,svm,acc,rafael-scarpelli,v11,0.9666666666666668
Rice,svm,f1,rafael-scarpelli,v11,0.9665831244778612
Rice,naive_bayes,acc,rafael-scarpelli,v11,0.9
Rice,naive_bayes,f1,rafael-scarpelli,v11,0.899749373433584
Rice,knn,acc,rafael-scarpelli,v11,0.9666666666666668
Rice,knn,f1,rafael-scarpelli,v11,0.9665831244778612
Rice,decision_tree,acc,rafael-scarpelli,v11,1.0
Rice,decision_tree,f1,rafael-scarpelli,v11,1.0
Mushroom,perceptron,acc,renato-augusto-v2,v11,0.9867021276595744
Mushroom,svm,f1,renato-augusto-v2,v11,0.9831560283687945
Mushroom,svm,acc,renato-augusto-v2,v11,0.9831560283687945
Mushroom,naive_bayes,f1,renato-augusto-v2,v11,0.6613475177304965
Mushroom,naive_bayes,acc,renato-augusto-v2,v11,0.6613475177304965
Mushroom,decision_tree,f1,renato-augusto-v2,v11,1.0
Mushroom,decision_tree,acc,renato-augusto-v2,v11,1.0
Mushroom,knn,f1,renato-augusto-v2,v11,1.0
Mushroom,knn,acc,renato-augusto-v2,v11,1.0
car.csv,perceptron,f1,romulo-jordao,v11,0.6438977376040282
car.csv,perceptron,acc,romulo-jordao,v11,0.8988439306358381
car.csv,svm,f1,romulo-jordao,v11,0.905270987167539
car.csv,svm,acc,romulo-jordao,v11,0.9739884393063584
car.csv,naive_bayes,f1,romulo-jordao,v11,0.7175007879272641
car.csv,naive_bayes,acc,romulo-jordao,v11,0.8063583815028902
car.csv,knn,f1,romulo-jordao,v11,0.4597933477833198
car.csv,knn,acc,romulo-jordao,v11,0.8410404624277457
car.csv,decision_tree,f1,romulo-jordao,v11,0.92651641904252
car.csv,decision_tree,acc,romulo-jordao,v11,0.976878612716763
mushroom,perceptron,f1,thalles--barros,v11,0.4544848217985909
mushroom,svm,acc,thalles--barros,v11,0.7801724137931034
mushroom,svm,f1,thalles--barros,v11,0.688500253866426
mushroom,naive_bayes,acc,thalles--barros,v11,0.4716748768472906
mushroom,naive_bayes,f1,thalles--barros,v11,0.4410728382463369
mushroom,decision_tree,acc,thalles--barros,v11,1.0
mushroom,decision_tree,f1,thalles--barros,v11,1.0
mushroom,knn,acc,thalles--barros,v11,0.6958128078817734
mushroom,knn,f1,thalles--barros,v11,0.5950811497237134
agaricus-lepiota,perceptron,f1,vitor--garcia,v11,0.9520197920961826
agaricus-lepiota,perceptron,acc,vitor--garcia,v11,0.9565602836879432
agaricus-lepiota,svm,f1,vitor--garcia,v11,1.0
agaricus-lepiota,svm,acc,vitor--garcia,v11,1.0
agaricus-lepiota,naive_bayes,f1,vitor--garcia,v11,0.6214415657056591
agaricus-lepiota,naive_bayes,acc,vitor--garcia,v11,0.726063829787234
agaricus-lepiota,decision_tree,f1,vitor--garcia,v11,1.0
agaricus-lepiota,decision_tree,acc,vitor--garcia,v11,1.0
agaricus-lepiota,knn,f1,vitor--garcia,v11,1.0
agaricus-lepiota,knn,acc,vitor--garcia,v11,1.0
Car Evaluation,perceptron,f1,vitor-oliveira,v11,0.782608695652174
Car Evaluation,svm,acc,vitor-oliveira,v11,0.8815028901734104
Car Evaluation,svm,f1,vitor-oliveira,v11,0.75
Car Evaluation,naive_bayes,acc,vitor-oliveira,v11,0.7716763005780347
Car Evaluation,naive_bayes,f1,vitor-oliveira,v11,0.6301369863013699
Car Evaluation,decision_tree,acc,vitor-oliveira,v11,0.9826589595375722
Car Evaluation,decision_tree,f1,vitor-oliveira,v11,0.9746835443037974
Car Evaluation,knn,acc,vitor-oliveira,v11,0.9190751445086706
Car Evaluation,knn,f1,vitor-oliveira,v11,0.9183673469387756
bank,perceptron,f1,ana--beatriz,v12,0.5873053446730805
bank,perceptron,acc,ana--beatriz,v12,0.8805309734513275
bank,svm,f1,ana--beatriz,v12,0.4660366213821618
bank,svm,acc,ana--beatriz,v12,0.8727876106194691
bank,naive_bayes,f1,ana--beatriz,v12,0.66726599178598
bank,naive_bayes,acc,ana--beatriz,v12,0.8462389380530974
bank,decision_tree,f1,ana--beatriz,v12,0.733798076923077
bank,decision_tree,acc,ana--beatriz,v12,0.8915929203539823
bank,knn,f1,ana--beatriz,v12,0.5275694508114055
bank,knn,acc,ana--beatriz,v12,0.8738938053097345
glass_identification,perceptron,acc,andrey--jodar,v12,0.4761904761904761
glass_identification,svm,f1,andrey--jodar,v12,0.1970618034447822
glass_identification,svm,acc,andrey--jodar,v12,0.3809523809523809
glass_identification,naive_bayes,f1,andrey--jodar,v12,0.4181167851756087
glass_identification,naive_bayes,acc,andrey--jodar,v12,0.3809523809523809
glass_identification,decision_tree,f1,andrey--jodar,v12,0.5678388278388279
glass_identification,decision_tree,acc,andrey--jodar,v12,0.5952380952380952
glass_identification,knn,f1,andrey--jodar,v12,0.443223864258347
glass_identification,knn,acc,andrey--jodar,v12,0.5238095238095238
spambase,perceptron,f1,arthur--heiji,v12,0.885329677178113
spambase,perceptron,acc,arthur--heiji,v12,0.8913043478260869
spambase,svm,f1,arthur--heiji,v12,0.9288971326995904
spambase,svm,acc,arthur--heiji,v12,0.933695652173913
spambase,naive_bayes,f1,arthur--heiji,v12,0.8087065832263001
spambase,naive_bayes,acc,arthur--heiji,v12,0.8097826086956522
spambase,decision_tree,f1,arthur--heiji,v12,0.9167260539597832
spambase,decision_tree,acc,arthur--heiji,v12,0.9228260869565216
spambase,knn,f1,arthur--heiji,v12,0.8979600942887485
spambase,knn,acc,arthur--heiji,v12,0.9054347826086956
wine_quality_red,perceptron,f1,arthur-hydeki,v12,0.8387280110087405
wine_quality_red,svm,acc,arthur-hydeki,v12,0.8909448134867023
wine_quality_red,svm,f1,arthur-hydeki,v12,0.8951403720323188
wine_quality_red,naive_bayes,acc,arthur-hydeki,v12,0.874995382868018
wine_quality_red,naive_bayes,f1,arthur-hydeki,v12,0.8151657792235754
wine_quality_red,knn,acc,arthur-hydeki,v12,0.7818618068400414
wine_quality_red,knn,f1,arthur-hydeki,v12,0.7388460261336844
wine_quality_red,decision_tree,acc,arthur-hydeki,v12,0.8010667729498558
wine_quality_red,decision_tree,f1,arthur-hydeki,v12,0.8377931655655244
insurance,logistic_regression,acc,arthur-protazio,v12,0.8619402985074627
insurance,logistic_regression,f1,arthur-protazio,v12,0.8592185178006074
insurance,decision_tree,acc,arthur-protazio,v12,0.7798507462686567
insurance,decision_tree,f1,arthur-protazio,v12,0.7821100202200514
insurance,random_forest,acc,arthur-protazio,v12,0.8805970149253731
insurance,random_forest,f1,arthur-protazio,v12,0.8798984873042329
insurance,knn,acc,arthur-protazio,v12,0.8246268656716418
insurance,knn,f1,arthur-protazio,v12,0.8217668531286041
insurance,svm,acc,arthur-protazio,v12,0.8880597014925373
insurance,svm,f1,arthur-protazio,v12,0.8866187095308786
column_2c,perceptron,f1,eduardo-barbeiro,v12,0.5632583170254403
column_2c,perceptron,acc,eduardo-barbeiro,v12,0.7096774193548387
column_2c,svm,f1,eduardo-barbeiro,v12,0.468100358422939
column_2c,svm,acc,eduardo-barbeiro,v12,0.6290322580645161
column_2c,naive_bayes,f1,eduardo-barbeiro,v12,0.7762416794674859
column_2c,naive_bayes,acc,eduardo-barbeiro,v12,0.8225806451612904
column_2c,decision_tree,f1,eduardo-barbeiro,v12,0.7739695340501792
column_2c,decision_tree,acc,eduardo-barbeiro,v12,0.8225806451612904
column_2c,knn,f1,eduardo-barbeiro,v12,0.6910600255427841
column_2c,knn,acc,eduardo-barbeiro,v12,0.7258064516129032
Automobile,perceptron,acc,eduardo-cavazin,v12,0.5483870967741935
Automobile,svm,f1,eduardo-cavazin,v12,0.2645962732919255
Automobile,svm,acc,eduardo-cavazin,v12,0.5483870967741935
Automobile,naive_bayes,f1,eduardo-cavazin,v12,0.4945209176788124
Automobile,naive_bayes,acc,eduardo-cavazin,v12,0.5161290322580645
Automobile,decision_tree,f1,eduardo-cavazin,v12,0.692314448836188
Automobile,decision_tree,acc,eduardo-cavazin,v12,0.8387096774193549
Automobile,knn,f1,eduardo-cavazin,v12,0.5985797827903091
Automobile,knn,acc,eduardo-cavazin,v12,0.7419354838709677
accelerator-mobile,perceptron,f1,gregory--soares,v12,0.494
accelerator-mobile,perceptron,acc,gregory--soares,v12,0.982
accelerator-mobile,svm,f1,gregory--soares,v12,0.812
accelerator-mobile,svm,acc,gregory--soares,v12,0.989
accelerator-mobile,naive_bayes,f1,gregory--soares,v12,0.495
accelerator-mobile,naive_bayes,acc,gregory--soares,v12,0.982
accelerator-mobile,decision_tree,f1,gregory--soares,v12,0.918
accelerator-mobile,decision_tree,acc,gregory--soares,v12,0.994
accelerator-mobile,knn,f1,gregory--soares,v12,0.822
accelerator-mobile,knn,acc,gregory--soares,v12,0.989
iris,perceptron,acc,gustavo--cruz-v2,v12,0.7
iris,perceptron,f1,gustavo--cruz-v2,v12,0.699666295884316
iris,svm,acc,gustavo--cruz-v2,v12,0.3333333333333333
iris,svm,f1,gustavo--cruz-v2,v12,0.25
iris,naive_bayes,acc,gustavo--cruz-v2,v12,0.9666666666666668
iris,naive_bayes,f1,gustavo--cruz-v2,v12,0.9657142857142856
iris,decision_tree,acc,gustavo--cruz-v2,v12,0.7
iris,decision_tree,f1,gustavo--cruz-v2,v12,0.4117647058823529
iris,knn,acc,gustavo--cruz-v2,v12,1.0
iris,knn,f1,gustavo--cruz-v2,v12,1.0
garments-workers,perceptron,acc,isaque--cruz,v12,0.8031674208144797
garments-workers,perceptron,f1,isaque--cruz,v12,0.6927097068060317
garments-workers,svm,acc,isaque--cruz,v12,0.7307692307692307
garments-workers,svm,f1,isaque--cruz,v12,0.4456073781291172
garments-workers,naive_bayes,acc,isaque--cruz,v12,0.7963800904977375
garments-workers,naive_bayes,f1,isaque--cruz,v12,0.6834516344654168
garments-workers,decision_tree,acc,isaque--cruz,v12,0.8393665158371041
garments-workers,decision_tree,f1,isaque--cruz,v12,0.78318214164807
garments-workers,knn,acc,isaque--cruz,v12,0.7986425339366516
garments-workers,knn,f1,isaque--cruz,v12,0.726506065978378
wine,perceptron,acc,larissa-v2,v12,0.9444444444444444
wine,perceptron,f1,larissa-v2,v12,0.9487179487179488
wine,svm,acc,larissa-v2,v12,1.0
wine,svm,f1,larissa-v2,v12,1.0
wine,naive_bayes,acc,larissa-v2,v12,1.0
wine,naive_bayes,f1,larissa-v2,v12,1.0
wine,knn,acc,larissa-v2,v12,0.9722222222222222
wine,knn,f1,larissa-v2,v12,0.974320987654321
wine,decision_tree,acc,larissa-v2,v12,0.9444444444444444
wine,decision_tree,f1,larissa-v2,v12,0.94531328320802
tic_tac_toe,perceptron,f1,leandro-menoni,v12,0.41
tic_tac_toe,perceptron,acc,leandro-menoni,v12,0.67
tic_tac_toe,svm,f1,leandro-menoni,v12,0.48
tic_tac_toe,svm,acc,leandro-menoni,v12,0.69
tic_tac_toe,naive_bayes,f1,leandro-menoni,v12,0.55
tic_tac_toe,naive_bayes,acc,leandro-menoni,v12,0.7
tic_tac_toe,decision_tree,f1,leandro-menoni,v12,0.81
tic_tac_toe,decision_tree,acc,leandro-menoni,v12,0.83
tic_tac_toe,knn,f1,leandro-menoni,v12,0.77
tic_tac_toe,knn,acc,leandro-menoni,v12,0.81
wine-white,decision_tree,acc,lucas-v2,v12,0.7548518896833504
wine-white,decision_tree,f1,lucas-v2,v12,0.7227780714339651
wine-white,knn,acc,lucas-v2,v12,0.7620020429009193
wine-white,knn,f1,lucas-v2,v12,0.72184006721484
wine-white,naive_bayes,acc,lucas-v2,v12,0.7037793667007151
wine-white,naive_bayes,f1,lucas-v2,v12,0.6714734688587721
wine-white,perceptron,acc,lucas-v2,v12,0.6741573033707865
wine-white,perceptron,f1,lucas-v2,v12,0.6679362243948601
wine-white,svm,acc,lucas-v2,v12,0.7323799795709908
wine-white,svm,f1,lucas-v2,v12,0.6277674580600221
data.csv,perceptron,acc,luiz-miguel-silva,v12,0.6925
data.csv,perceptron,f1,luiz-miguel-silva,v12,0.6191356476123937
data.csv,svm,acc,luiz-miguel-silva,v12,0.7775
data.csv,svm,f1,luiz-miguel-silva,v12,0.6656486708158441
data.csv,naive_bayes,acc,luiz-miguel-silva,v12,0.655
data.csv,naive_bayes,f1,luiz-miguel-silva,v12,0.5379115379115379
data.csv,knn,acc,luiz-miguel-silva,v12,0.685
data.csv,knn,f1,luiz-miguel-silva,v12,0.6010221989720406
data.csv,decision_tree,acc,luiz-miguel-silva,v12,0.66
data.csv,decision_tree,f1,luiz-miguel-silva,v12,0.5909266521762331
breast-cancer-wisconsin.csv,perceptron,acc,mateus--raskoski,v12,0.9857142857142858
breast-cancer-wisconsin.csv,perceptron,f1,mateus--raskoski,v12,0.9857142857142858
breast-cancer-wisconsin.csv,svm,acc,mateus--raskoski,v12,0.9928571428571428
breast-cancer-wisconsin.csv,svm,f1,mateus--raskoski,v12,0.9928744457052722
breast-cancer-wisconsin.csv,naive_bayes,acc,mateus--raskoski,v12,0.9857142857142858
breast-cancer-wisconsin.csv,naive_bayes,f1,mateus--raskoski,v12,0.985781565373402
breast-cancer-wisconsin.csv,knn,acc,mateus--raskoski,v12,0.9857142857142858
breast-cancer-wisconsin.csv,knn,f1,mateus--raskoski,v12,0.9857142857142858
breast-cancer-wisconsin.csv,decision_tree,acc,mateus--raskoski,v12,0.95
breast-cancer-wisconsin.csv,decision_tree,f1,mateus--raskoski,v12,0.9495946179058132
iris,perceptron,acc,pablo-v2,v12,0.4
iris,perceptron,f1,pablo-v2,v12,0.2793650793650793
iris,svm,acc,pablo-v2,v12,0.9666666666666668
iris,svm,f1,pablo-v2,v12,0.9665831244778612
iris,naive_bayes,acc,pablo-v2,v12,0.9333333333333332
iris,naive_bayes,f1,pablo-v2,v12,0.9333333333333332
iris,knn,acc,pablo-v2,v12,0.9666666666666668
iris,knn,f1,pablo-v2,v12,0.9665831244778612
iris,decision_tree,acc,pablo-v2,v12,0.9666666666666668
iris,decision_tree,f1,pablo-v2,v12,0.9665831244778612
bank,perceptron,acc,rafael-leonardo,v12,0.6219542854193905
bank,perceptron,f1,rafael-leonardo,v12,0.523111839592214
bank,svm,acc,rafael-leonardo,v12,0.6900097034894298
bank,svm,f1,rafael-leonardo,v12,0.6348256831548762
bank,naive_bayes,acc,rafael-leonardo,v12,0.630871131734684
bank,naive_bayes,f1,rafael-leonardo,v12,0.5812323963738519
bank,knn,acc,rafael-leonardo,v12,0.8089983544449204
bank,knn,f1,rafael-leonardo,v12,0.6425893110397836
bank,decision_tree,acc,rafael-leonardo,v12,0.6468120802242333
bank,decision_tree,f1,rafael-leonardo,v12,0.5038114900555859
Rice,perceptron,acc,rafael-scarpelli,v12,0.8
Rice,perceptron,f1,rafael-scarpelli,v12,0.7802197802197801
Rice,svm,acc,rafael-scarpelli,v12,1.0
Rice,svm,f1,rafael-scarpelli,v12,1.0
Rice,naive_bayes,acc,rafael-scarpelli,v12,0.9
Rice,naive_bayes,f1,rafael-scarpelli,v12,0.899749373433584
Rice,knn,acc,rafael-scarpelli,v12,1.0
Rice,knn,f1,rafael-scarpelli,v12,1.0
Rice,decision_tree,acc,rafael-scarpelli,v12,1.0
Rice,decision_tree,f1,rafael-scarpelli,v12,1.0
Mushroom,perceptron,acc,renato-augusto-v2,v12,0.9933510638297872
Mushroom,svm,f1,renato-augusto-v2,v12,0.9831560283687945
Mushroom,svm,acc,renato-augusto-v2,v12,0.9831560283687945
Mushroom,naive_bayes,f1,renato-augusto-v2,v12,0.6613475177304965
Mushroom,naive_bayes,acc,renato-augusto-v2,v12,0.6613475177304965
Mushroom,decision_tree,f1,renato-augusto-v2,v12,1.0
Mushroom,decision_tree,acc,renato-augusto-v2,v12,1.0
Mushroom,knn,f1,renato-augusto-v2,v12,1.0
Mushroom,knn,acc,renato-augusto-v2,v12,1.0
car.csv,perceptron,f1,romulo-jordao,v12,0.5791076166440173
car.csv,perceptron,acc,romulo-jordao,v12,0.8410404624277457
car.csv,svm,f1,romulo-jordao,v12,0.9428038875773452
